5000 300000
892 2415 141
2471 3016 54
1203 1465 -25
3036 3926 248
3868 4898 99
1736 2233 167
584 2190 153
2206 3008 151
356 704 77
2376 4442 -82
4146 4699 103
1310 2862 109
205 1020 60
28 4540 -99
2323 3667 40
28 2980 -88
224 4804 122
1863 4601 93
158 1807 92
867 2725 112
2662 3344 247
1563 2935 -90
685 1225 244
2376 3058 -94
3326 4807 14
1164 4227 108
1971 3664 10
3175 4078 99
1317 2035 37
2250 3568 211
2183 4515 137
1080 2208 199
292 4243 83
3110 4538 -93
281 562 80
1923 2659 -92
663 4795 242
623 4780 199
456 2919 25
3828 4247 226
983 3902 121
1045 4373 160
2367 2739 -139
809 986 105
417 4820 69
1487 1653 165
531 4389 102
1268 3368 -100
2444 2933 120
1956 4400 105
625 4958 5
3265 3733 137
3000 4972 209
600 663 131
3032 4907 156
173 2012 -104
1630 3535 -30
2060 4185 44
560 2958 219
3263 3609 21
921 4116 124
839 3871 34
354 2376 157
3550 3882 221
2069 2582 134
828 4272 54
2715 3220 160
2067 3916 -71
339 1916 141
3505 3671 -41
903 3033 -148
2676 4501 221
2639 4775 11
1337 4106 222
752 3496 -43
1610 3694 250
209 1411 -36
1844 3834 -80
2350 2620 57
77 2768 -87
1885 2316 133
1929 3916 141
665 2266 71
1998 2958 -66
2733 3897 164
804 1569 -62
651 1736 -55
1653 4072 -141
70 3577 -27
2119 2496 186
3571 3987 -105
1729 3451 -135
3011 3382 245
1971 4480 -148
1715 3921 -35
2085 2992 144
2308 3629 11
1164 2428 -57
844 1736 35
4279 4716 131
1728 4465 39
415 586 -26
180 362 242
1863 3806 -54
1129 4761 13
282 4458 146
919 2136 190
2179 2813 197
339 4227 5
415 3062 175
229 4893 8
3837 4837 149
1627 1995 -147
3106 4387 -40
788 1489 -47
1584 3806 95
1710 4838 249
383 429 20
1390 2138 -73
184 1455 10
327 1541 149
2686 2713 66
322 1349 -98
620 733 -72
752 2524 192
147 593 65
3719 4115 187
1879 2680 172
4092 4605 -51
1592 4045 -103
1348 2782 74
1349 2962 147
597 4000 -3
2637 4727 155
339 381 -2
1419 2087 139
1808 3231 94
4056 4140 221
2833 3530 83
1769 3744 -112
2725 4799 98
4352 4513 65
87 4254 91
556 2740 239
389 449 -68
4432 4723 66
322 2364 240
598 3570 190
2328 4812 162
2333 3062 -115
2491 3842 20
1065 1845 -120
318 1226 -131
3813 4828 222
1648 3504 26
3014 4749 8
912 4233 175
3743 4789 -25
939 3329 27
614 3182 -62
600 3788 96
2631 3034 33
1599 1927 -67
1501 2830 160
293 1563 -144
925 3058 112
3738 4507 -134
2778 4021 150
2784 4451 123
3465 4040 -79
1169 3063 141
1226 1458 69
4205 4629 231
740 4215 229
3342 4027 219
1851 3806 -127
1076 4058 95
1751 3194 -116
60 4247 103
2865 3957 -140
2451 2733 116
352 4347 187
1469 1526 -6
1669 4481 125
3614 4733 49
1951 2365 237
1933 4345 98
182 2930 126
1594 4706 -63
1787 2925 52
1200 3249 151
258 3104 214
784 2306 158
2175 2426 20
350 1086 160
941 2916 137
1307 2513 229
2727 4493 -68
1778 2872 -22
1214 4930 -33
1162 1832 203
2455 3760 -4
3466 4713 -66
1493 2443 -94
1592 3153 217
356 2117 43
4211 4727 -93
1013 4061 246
496 2365 -122
724 2161 -23
2230 3083 57
1418 2270 -10
2519 3259 -64
865 2048 119
1579 2371 0
873 3171 -17
553 4468 -104
3825 4395 90
3746 4110 167
28 1664 -47
636 1236 183
39 2445 -3
1961 3895 117
168 1285 -130
875 2602 115
2363 4436 -122
2343 4737 221
1734 3714 88
1749 3309 129
2864 3196 113
590 4832 189
7 3698 193
2973 4763 153
116 2898 44
78 4149 8
2487 4632 83
3699 4497 74
2185 3693 194
3949 4718 -51
334 1077 -65
1188 1232 210
2012 4325 181
607 688 -96
2676 3054 -1
1685 3261 174
196 2902 169
790 4881 -73
598 1735 66
740 2771 82
1523 4641 108
1940 3156 -54
306 1746 -63
295 1679 32
850 1053 -7
2665 2998 167
4128 4663 185
106 4009 229
1576 4497 -1
1039 3525 -150
1369 2852 98
959 2792 34
1567 2826 -30
3901 4740 -83
441 3015 240
2403 3034 -93
580 1241 10
564 3044 168
1269 1414 19
2043 4010 69
4216 4874 -120
610 3783 74
2680 3426 250
1695 2960 106
2108 4429 -133
2547 4129 -66
2996 4907 136
1799 3837 -4
283 1203 212
2448 4161 -130
521 3895 233
3037 4195 -74
1756 4298 218
4407 4706 75
4933 4976 53
2832 3054 -126
2096 2964 -95
668 2475 169
3788 4335 61
1963 4933 9
1138 4466 133
2986 4574 32
1379 2234 91
211 678 155
1689 3104 -94
3286 4259 -66
3061 3595 186
3305 4252 204
1436 3832 -141
1215 2800 97
1172 2236 52
2737 3620 135
4091 4848 32
819 3044 8
383 2109 174
3316 4256 -139
396 2363 182
3244 3841 184
3988 4769 -142
1225 2681 201
578 3541 -75
3822 4889 153
3955 4921 230
1328 2673 -87
2755 3728 -32
398 4973 231
1252 2419 31
2897 4168 30
3642 3834 -94
2002 2371 218
759 4304 190
3172 3892 -122
1422 4811 17
2932 3531 -132
641 3067 -88
3406 4177 113
3319 3634 -73
524 1731 -42
1182 3907 227
3263 4915 207
1539 1698 184
1414 1589 -29
3208 4322 247
2347 3229 60
847 4219 41
774 3766 -55
994 1986 75
1959 3858 -108
1044 3798 -108
199 3501 125
3382 4277 234
263 1636 117
25 1379 51
4085 4252 -139
3257 4129 72
447 4936 -30
2242 4578 -78
610 3286 193
2238 2673 65
3328 3737 141
1054 2496 -117
1017 1792 -66
1032 1199 167
1569 4411 21
69 1761 122
695 2051 -96
1291 3591 185
1561 2064 196
18 543 -63
1252 4956 -103
1534 2008 240
1405 3082 205
1324 2080 41
1426 1725 86
3187 4675 -139
2715 3634 -17
93 2916 236
185 3047 29
4333 4777 -135
226 248 -19
2139 4279 145
611 1234 -53
622 2404 -56
549 4593 -88
1014 4172 11
595 3047 -121
561 1199 28
139 3248 -101
1509 4873 201
831 1164 -136
1566 2405 -71
702 2281 -119
3894 4009 237
3407 4727 128
456 3332 13
2014 2280 -94
2451 4394 -10
2684 2837 -79
3041 3942 34
1276 4063 -78
591 1858 193
727 4434 111
1822 2694 -126
928 2291 -140
916 2356 -87
1080 2713 103
128 3733 -112
1926 2999 241
1283 1959 -113
2111 2662 99
1440 1966 35
3963 4087 -133
1963 4024 -95
1389 2965 -101
1379 2863 -14
2032 4925 39
1444 1815 1
1115 2422 150
828 4082 142
592 3363 58
4202 4593 95
1372 3539 214
3706 4887 242
4529 4652 -91
553 3816 -16
4108 4855 -57
3407 4467 -40
2322 3035 217
700 2649 28
1786 3591 131
2251 4794 62
2281 2439 20
586 4687 108
1889 2329 184
1062 2134 187
2561 3921 241
1142 3643 -16
1287 4122 246
3790 4845 -14
629 2271 -98
2001 3757 -21
2050 4573 195
1505 4079 -149
1702 3032 231
461 2500 50
3424 3608 3
4676 4930 169
1514 3018 -93
4582 4971 122
606 2014 -76
3701 4454 28
9 189 6
2373 4995 117
558 2157 194
2383 3212 -109
1922 2344 -16
3580 4153 12
467 971 50
2370 3469 38
1329 4149 88
2060 3908 45
2621 4075 118
1787 2903 61
1347 4143 63
314 1514 116
3238 3513 83
705 4963 195
1064 3332 -28
2584 2703 -63
417 2597 -81
1415 4342 166
524 3290 26
865 4010 -135
3156 4998 227
3870 4205 36
1669 3745 48
183 602 100
1871 2108 235
4665 4805 209
1379 4422 131
410 3154 29
371 3317 16
373 2628 181
1526 2897 176
1457 4273 161
2678 2842 194
2244 3134 117
2455 3124 122
148 3271 115
1543 3999 73
1215 2408 27
99 1673 -82
2490 3564 238
72 4715 7
1438 4293 106
1646 4551 -111
670 3439 -140
3797 4228 45
1081 1659 77
910 1616 162
1779 3320 109
1668 3913 243
731 2011 -42
204 4974 -124
852 3835 225
4213 4230 182
1375 4034 -144
433 1670 -18
3085 4370 -64
376 1228 -18
357 3751 164
1573 3719 175
1766 1877 224
1842 3452 189
4060 4793 95
2866 4116 -40
890 3942 -150
1851 4731 -133
882 3150 239
3526 3879 45
2115 4157 -8
3168 4923 135
707 1067 -119
540 2935 74
2819 4387 -17
493 3106 60
1252 2968 -138
1427 4728 37
545 4366 121
1383 1996 47
912 2346 249
31 2963 100
1663 1830 238
2905 2994 -137
1403 2268 49
1068 3509 38
1235 4376 195
1254 4007 24
769 1936 41
2662 2675 24
1008 1179 -80
2071 4488 169
954 2622 238
2509 2857 -66
807 2266 238
1344 4892 -135
725 2068 -133
3183 3314 -85
663 4622 53
2215 2958 20
751 782 148
1847 3815 -55
3074 4601 230
2517 3660 -133
655 4584 199
1258 1645 -8
997 4917 18
1384 2525 -149
2963 4723 -71
63 4533 30
609 1172 186
1263 3483 37
2846 2922 -66
504 506 162
556 728 -82
2103 3677 125
344 4630 -117
1261 2984 -25
3100 4572 88
2583 3962 -38
206 3565 119
559 661 -95
113 2700 94
1472 3683 -128
968 2394 -133
907 4020 11
99 4100 -29
797 3894 226
2668 3952 177
449 1647 112
2900 4884 -80
3292 4144 135
2170 2305 9
47 869 128
492 1101 119
3529 3874 -97
3944 4979 106
726 3810 107
3551 4472 -79
991 1707 182
3228 4475 -146
1672 3691 226
1671 4979 -46
595 1209 101
2059 2463 -145
1905 3558 179
1050 2838 -47
164 3186 57
1173 3258 201
2455 4898 179
3522 4725 159
2947 4406 35
1926 3588 220
2626 4084 -101
451 3488 -124
3982 4243 236
2659 4122 209
1043 3204 242
3282 3860 -9
1058 3979 233
1157 2507 43
428 3172 53
840 1842 125
1609 3869 242
4121 4417 19
2085 3331 135
2606 4718 81
516 1730 147
840 3860 82
85 255 1
1058 4251 123
715 4755 220
3455 4612 228
242 1558 2
3390 3525 151
1332 2173 12
2603 4726 -126
1982 4721 172
2883 4186 58
4094 4331 -66
764 1108 218
926 3826 -31
2439 4247 125
629 2872 45
683 863 -96
298 3540 -83
3075 4699 159
406 4928 92
1933 4568 48
3477 3613 -6
563 2410 223
247 3958 78
3564 4688 81
1541 2628 -114
2807 3517 247
7 2330 160
1837 2330 14
1600 3994 132
1247 1625 50
2108 2309 -80
824 1854 61
1615 1899 67
80 2475 -147
2274 4305 0
3122 3880 63
637 4822 -44
343 1904 -45
1048 2133 59
2055 3885 -57
1083 4654 250
458 721 150
4474 4732 73
3130 3400 -96
451 2125 171
1996 3842 -108
2290 3492 0
210 960 47
1602 3375 113
1630 1963 129
1273 4264 245
1409 1859 44
2462 3522 -59
898 2963 232
2932 4428 212
4142 4582 18
174 3960 -47
1814 3686 33
1747 2983 -107
695 1192 -114
2073 2873 -122
1439 3314 29
3968 4766 -139
511 3252 125
410 544 65
121 3085 -17
1597 3706 22
2042 2528 200
3917 4686 -129
2691 4561 139
2926 3643 -124
1593 3978 225
3951 4771 -33
370 469 -58
1605 3390 125
16 1474 -76
1041 4641 -132
884 2670 -32
1242 1493 22
2891 3310 174
323 1325 84
1256 4261 221
35 1597 158
3491 3679 42
2055 2097 184
23 4613 84
243 908 174
1506 4257 50
729 1761 42
3996 4414 -3
875 1670 -76
2621 4181 -112
3504 4570 -33
1132 4688 -38
3169 4202 11
1228 4739 -36
4236 4688 12
1073 1904 16
1056 3405 82
2864 3216 -17
511 2165 -11
902 3914 127
2983 4782 197
2594 4216 184
1286 2185 79
1683 4282 232
3410 4756 -18
21 4709 217
3832 4678 62
3904 4005 -127
489 3394 -18
2863 4850 174
555 3463 46
217 2365 133
541 2923 126
1949 4993 -76
2882 4427 88
3459 3756 197
1487 2636 -139
2881 3227 115
2657 3541 62
2634 3763 -97
1523 4308 174
1205 4055 -2
3872 4044 97
4802 4963 163
3095 3539 -14
4200 4837 -119
771 3573 124
611 3058 -24
2974 3772 -74
2231 4606 -118
282 1282 147
172 575 157
156 1598 -24
394 3072 51
2416 2902 -122
617 1927 -70
1174 3946 104
2786 4889 194
692 1602 69
3152 4980 67
320 1640 133
873 1211 -143
3228 3253 -68
700 1473 -112
1870 4471 67
231 2558 -128
507 4183 132
733 1165 94
3744 3937 -20
919 4117 -96
1665 4714 120
465 4307 54
454 4419 154
655 2991 -82
33 4561 -126
715 1814 -71
1491 3924 -74
472 2774 192
2220 4245 -15
2155 3160 -54
1694 4524 -88
3119 3186 111
3658 3775 240
299 3313 -122
2744 2939 223
1004 3538 -40
970 1789 48
752 4862 22
2433 2533 -43
425 447 2
798 1399 -80
1706 3108 64
2404 4563 169
4018 4485 59
3036 4077 157
625 1379 127
307 1772 50
2549 4621 -104
1745 4170 221
2615 3451 -113
3022 3588 35
4188 4746 171
1229 4575 158
3037 4506 -29
1363 3729 -12
2068 4517 47
4502 4886 -103
1126 2332 11
29 687 198
641 2741 68
949 3249 219
941 2470 73
1965 3787 173
4018 4353 -36
570 1937 -2
217 2796 212
2057 3763 -116
1381 1995 -65
813 1851 -108
3178 3928 -150
2731 3570 151
2763 4838 250
3641 3947 238
4654 4989 -115
497 3149 66
616 3743 116
1534 1688 -92
382 3437 128
845 4079 -120
939 4034 191
1642 3309 -55
2063 4404 -135
1953 2983 166
1592 4211 173
574 3237 47
736 3652 189
2023 2598 183
73 4863 -28
902 4794 50
2555 4829 89
521 2142 240
1608 4262 -110
1990 3409 69
852 3913 118
2449 2595 93
992 4970 189
4075 4352 17
963 1114 -49
2745 3321 63
3286 4206 -91
1935 1965 143
2376 4170 152
256 1248 -45
2390 3722 196
1320 3408 170
164 332 197
2638 4223 63
82 1619 75
3851 4010 211
1639 4170 173
900 4683 70
867 4811 -104
4301 4974 71
2750 3149 150
2842 3970 39
4157 4379 -127
1129 2642 -14
730 796 -121
3646 4980 82
2555 4261 8
1993 2146 -60
891 3841 183
2673 4295 97
1638 2941 157
1572 3042 226
1550 3883 -82
1112 3717 -54
859 4592 -20
593 2065 -138
2905 3842 -118
575 3786 -32
4353 4819 96
304 4391 222
1896 3300 -42
1575 1602 94
2052 3050 124
985 4389 -87
1160 3634 15
224 1481 190
108 3554 130
1142 4030 18
2659 3783 160
361 1484 148
1106 2837 -6
181 2401 -62
4300 4977 -53
2245 4123 -55
824 4474 219
792 3163 119
2815 4474 192
2723 3655 77
2848 3169 138
740 2731 -57
3133 4906 238
329 2717 82
563 1098 246
2772 4395 49
181 3689 39
2212 3761 232
4052 4918 27
2379 3225 241
68 1091 135
101 3778 -6
2186 3578 44
792 3545 -140
2376 3850 112
377 2747 146
1874 4027 128
1278 3028 -41
1333 3360 -80
1270 3009 172
3314 4063 214
2335 2789 -1
181 4150 91
312 452 210
1097 2736 -123
1517 4250 5
1199 4024 53
2457 2798 66
2936 4681 188
1119 1633 -22
2940 4525 217
1214 3640 -60
800 1770 -87
2063 4136 -137
3713 4609 -49
736 2347 246
907 938 43
391 4667 96
939 1217 -99
2300 4046 -96
3245 4247 164
1702 2457 -103
1429 2057 17
476 2371 -143
1986 2470 -79
1370 3365 -78
675 3865 -19
476 3886 172
1585 3716 12
608 3847 139
454 3151 54
1453 3149 -4
150 1467 111
250 562 197
3205 4517 112
1557 4804 -100
1077 4479 139
4393 4736 -17
1098 1241 182
1577 2747 -106
2887 3241 -47
636 2778 70
4478 4533 71
1188 1480 -37
2215 4227 14
1491 1752 228
722 4770 -29
4530 4890 106
303 1709 137
918 2562 -60
226 3443 -73
1591 4454 99
2369 3811 -148
703 1789 -115
3260 3590 16
133 3087 -60
3573 4859 -131
3270 4475 84
863 1190 9
330 577 11
4181 4975 -1
97 1238 -48
1736 4410 -139
739 3950 -76
179 2187 -72
2972 3450 207
673 1104 -92
342 2601 3
3442 4667 -34
2761 3312 -23
1591 1794 250
3095 3152 113
2239 3308 85
2697 3043 66
941 2702 18
1251 3316 -4
122 3973 114
1236 2177 86
1811 3823 17
1832 4831 97
1546 3311 -108
1588 3596 227
774 3898 -66
2926 3487 11
1063 4077 -117
1397 4816 146
452 928 -83
1880 4110 107
20 3446 -123
151 1512 -140
859 1675 -110
1981 3147 -65
604 2414 -44
540 4310 -44
3660 4210 48
16 1082 -27
3512 4828 137
565 3430 91
1063 4371 12
2101 4049 -134
2094 4282 -21
1430 1593 223
712 4560 186
2138 2549 149
2297 3647 -44
2545 4746 222
2690 4122 192
2345 4543 116
2839 4899 -68
659 2722 91
1935 2861 93
2078 3618 89
1328 4193 215
1340 2764 -60
2990 4004 224
1484 3999 135
1679 3281 -19
492 4980 124
2912 4333 40
119 3445 192
3458 4313 75
337 752 93
1737 3865 42
245 3631 -144
942 1430 107
382 4947 -59
2160 4499 38
1841 2484 -143
1842 4155 198
1391 3567 102
576 3964 236
3165 3861 -112
2427 2887 -45
3787 4703 -29
3513 3841 166
2256 4812 70
1687 4576 197
1380 2994 -14
3189 4461 176
1448 1819 36
1577 3349 234
1106 2957 -16
1454 4280 33
2255 4717 -105
671 878 -38
2231 2251 -127
4348 4766 -124
235 4665 -140
2515 3966 -13
2761 3745 -90
1714 3655 -41
2359 4720 11
3316 4230 -79
4942 4968 43
659 1282 -78
132 4831 -142
2577 3919 47
796 3686 -149
2003 4297 46
1221 3616 232
488 1784 29
2605 2664 84
1344 4650 198
2914 4385 -39
10 1238 218
140 2400 152
1437 1718 12
2798 4600 33
264 2962 69
2690 3057 -94
949 1475 19
721 1911 -13
272 922 -68
3004 4405 96
149 2788 -13
2128 2302 191
329 2212 125
1477 4055 162
3229 4869 217
1413 2057 108
728 2167 95
3861 3972 195
2605 3213 18
1868 3446 -117
371 1745 -32
593 3562 -4
1289 4956 6
1926 3143 11
880 4155 57
2062 3886 -81
1223 2116 -37
1684 4431 -3
2382 2802 -74
546 4996 206
2445 4693 -96
1007 1020 122
17 4046 249
2192 2681 142
340 2380 -114
2236 4386 117
2492 3909 181
2383 4412 63
321 2322 13
140 4978 -85
889 2619 175
661 4307 158
3699 4600 216
1161 4202 250
873 3144 -10
3477 3564 -122
2298 4357 -108
1733 4448 128
423 1688 220
1401 1697 86
2926 2967 -4
2146 4665 112
3506 3706 -1
2214 4340 4
1184 2578 51
121 232 53
2323 3237 81
1681 3211 -131
705 4153 -46
298 544 -82
923 2675 -90
2321 3398 245
1445 3458 -84
849 2022 12
1378 1527 -61
1522 2165 -150
2803 3963 18
870 1366 182
814 3432 47
3666 3700 -3
1646 2111 -98
69 409 -19
541 3176 197
387 1670 -37
1079 3718 -37
200 533 51
386 4892 40
3050 3686 226
3618 3776 131
2859 3311 123
2146 2953 143
2806 2960 57
440 2207 99
1768 3743 165
1077 3114 -46
2096 2802 -131
230 884 82
788 3828 -67
769 3023 238
1591 1618 -52
3612 4129 -37
3391 4530 -24
2458 3767 -131
2804 4364 -139
2541 3288 -72
11 4912 -12
964 3846 59
3207 4704 215
3905 4397 -51
142 4099 -108
794 809 188
572 3007 230
2013 4384 243
2363 4198 6
1835 2241 85
1105 2996 -37
1905 3416 141
1774 4570 -98
160 998 216
2009 2054 131
2599 4555 -35
1642 4969 143
1029 1976 170
1184 1267 -138
1821 2337 109
2135 2741 -140
412 2732 -97
2378 2980 78
2959 4297 225
2119 2802 76
1296 2117 -8
177 1614 89
1386 1489 -65
1179 4412 -63
66 285 -63
3040 4698 11
1269 4246 4
2750 3314 210
631 4361 96
1200 4346 98
493 4959 77
401 487 66
895 3484 17
967 1499 243
1840 2999 41
265 4558 158
999 3241 90
307 326 -50
2757 4585 -59
597 3342 106
719 2134 -84
1512 2442 198
18 578 212
4165 4177 109
440 475 70
1875 2347 128
3251 3314 36
2250 3605 6
633 3601 146
30 2841 236
2517 3554 -33
2000 2951 83
951 4602 203
461 810 121
3753 3962 176
4105 4772 135
2530 3620 215
485 1139 217
2622 3219 -129
1984 2861 -36
439 4439 2
105 4148 156
3477 3924 54
3206 4091 119
1338 3633 65
3060 3771 191
2026 3316 -140
1759 4051 75
4381 4704 53
56 2970 231
4379 4444 72
620 1315 68
912 2142 5
1835 4134 -120
2238 4264 -129
4162 4684 -81
647 1317 -18
2068 2098 -134
6 88 40
1329 2911 214
4225 4662 -66
4573 4910 64
1281 4905 -134
2648 4126 -132
2287 3091 142
1103 2515 -112
2724 4975 -22
483 1304 28
299 4744 26
284 4446 74
2259 3345 121
56 579 70
370 2160 -125
374 826 -96
808 2009 -39
1627 3380 68
1133 1183 93
2319 3700 173
53 3483 222
1547 3475 207
820 1298 -5
2012 4825 169
2172 3536 -62
1637 3703 149
4348 4688 224
3780 4057 -13
1381 2116 72
165 383 47
548 4352 36
2325 3341 103
2391 4412 156
691 3687 -19
2801 2885 95
1282 2451 -133
2670 4703 98
1293 3525 -149
357 2031 181
899 1946 186
925 3053 -107
1649 2814 -77
1066 3426 -104
1946 3998 227
1212 4920 172
515 2258 161
435 1012 28
661 4604 -17
1765 3274 -30
576 1642 -121
3718 4329 -22
848 3454 36
1254 2990 180
2375 3537 -29
1348 2643 161
1853 3211 42
1946 3051 -43
725 1249 228
1534 1611 76
3963 4917 131
818 3148 104
1755 3571 -50
3264 4803 26
3471 4211 237
2386 3467 206
308 3241 -48
2249 4259 44
1866 2771 60
935 3838 239
659 2024 153
1480 3452 36
3097 3883 158
1054 4694 211
2379 4152 241
2064 2223 -100
845 4957 -1
939 4011 -58
741 2234 -51
374 1424 91
2359 3622 -55
1240 1562 199
2149 3975 71
1122 3595 208
1618 4973 -73
1886 3423 224
1393 4885 113
1237 4031 2
1054 1634 224
1159 2009 -13
27 3587 0
1204 2157 205
114 3692 227
1059 2953 -115
1757 3893 43
2394 3346 -113
2084 4665 -142
1688 2981 42
1193 1201 34
1619 3614 212
1571 2590 -49
1200 3939 -100
1320 1890 196
597 1863 -99
2001 2276 56
2610 3293 199
1883 2107 -20
2418 3428 208
682 2540 -8
1786 4304 -85
668 2431 147
2095 3905 216
701 1523 137
1981 4111 245
2829 4739 235
4223 4688 162
1980 4019 -97
89 4081 139
819 3466 95
755 791 -10
67 3396 100
1315 3546 223
1730 4787 89
418 3877 -76
648 1545 195
1874 3960 46
1001 4767 -138
3287 4861 166
1520 4616 -97
3119 3946 70
3217 4225 147
972 3825 206
1608 3512 245
1383 1732 -128
865 3983 -148
991 4494 129
1718 2584 33
1642 1798 -9
3585 3829 90
652 4635 -139
133 3133 -27
4437 4804 8
1140 2426 68
1554 2415 27
1053 3127 236
143 2168 -59
2649 4219 -94
868 1458 19
1215 2048 -79
621 4693 178
801 1606 190
469 2005 9
2617 3304 169
440 3518 55
1630 4098 126
73 3250 -11
511 4105 248
2176 2478 103
1739 2517 -5
2559 4019 178
302 1913 -96
1983 4079 29
1272 2732 18
4372 4414 172
2902 4919 164
1033 4421 246
1845 4440 46
3183 4419 214
2061 3847 -3
1308 3434 -134
1386 2823 -53
2369 4343 144
2154 3880 -62
2986 3351 76
2888 4378 108
349 1059 219
2717 3249 50
1617 3137 217
3824 4248 -149
197 3005 -72
3097 3707 202
1326 2880 235
2021 3785 -150
1205 4865 191
2009 4237 -27
433 3811 -106
181 4722 -3
61 3016 -4
232 1129 248
674 2282 -114
2512 3315 -24
2107 4468 -55
2139 4481 206
2739 2929 161
3946 4365 190
172 1433 -77
1264 2140 142
1251 2213 242
594 3632 160
3233 4744 144
2992 3513 118
4518 4973 183
1970 2687 38
2143 2192 155
1174 3209 190
1400 3079 147
521 1104 64
2053 2430 249
3192 4161 242
735 2953 77
2492 4861 87
4267 4796 242
146 3377 -112
974 3518 -73
1457 3856 -68
1326 2088 45
3596 4162 179
1288 1905 -84
1540 4653 117
2879 4023 61
682 1864 130
482 1439 100
649 4968 71
1700 2917 -25
305 2722 -111
478 502 242
1274 1865 7
364 1711 -25
1531 3612 -70
2351 4012 35
2507 2792 -67
1563 2567 233
3135 4034 242
282 2700 73
620 3015 232
4275 4977 90
1033 4823 158
1871 4793 103
1659 4696 143
1081 1641 -100
592 4303 196
3252 4832 93
337 775 180
959 4863 235
2457 2805 181
529 3372 -27
860 3535 216
968 4948 -19
2373 2757 145
1068 1677 -70
3784 4380 -65
951 2917 -121
2663 3972 215
417 865 66
819 3919 51
2402 3346 3
281 3901 -70
1303 2369 -123
83 2455 204
1352 3162 -88
1980 2680 -37
444 1712 -139
2530 3982 -145
3310 4859 83
1308 3315 -73
866 1829 15
100 4779 144
1960 4725 64
1663 1679 208
415 562 45
2188 3861 206
2166 2579 234
866 1606 102
110 760 13
1105 1226 174
3673 3955 -54
2881 3249 244
240 1825 157
2147 2648 181
3340 3582 -80
4155 4789 -123
351 2115 149
55 3485 92
737 1221 -10
1720 2668 3
1941 2536 176
1339 4791 -147
1086 4700 16
135 954 -44
2254 3777 115
106 2722 -41
1300 4715 -135
3402 4699 191
1493 3154 238
2162 4173 220
2051 3120 106
2828 3787 155
822 2446 157
437 4082 153
241 3520 66
64 2922 130
3606 3815 -132
1097 2589 165
3940 4944 140
226 3537 -111
924 1803 78
1282 4370 246
2694 4432 -53
522 4960 124
1169 3205 124
591 1617 44
2388 2974 45
63 367 131
1361 1546 -52
126 2249 92
3656 4586 241
1733 2065 197
405 797 138
63 3329 -26
716 933 100
2276 4830 74
953 4906 -73
257 4710 164
4278 4691 -86
1707 4643 -117
1460 2970 -90
1149 3336 -44
248 4255 -81
2525 2576 35
627 3008 -34
983 1274 44
1121 1800 -129
3660 4252 30
363 2129 190
255 1915 7
2837 3867 -105
1001 2011 141
1704 4436 -39
2371 3900 213
1005 1016 143
2543 4572 152
1536 2784 -59
1209 2513 -105
783 2604 -70
2955 4327 -72
2714 3472 187
1974 4957 181
3300 4332 -10
1226 3410 -35
1280 1919 -42
976 4902 -74
321 1807 78
1969 3630 -66
3119 4950 15
2289 4511 144
1514 4404 32
657 1969 77
